SG_UE	NM_UE	CD_CARGO	DS_CARGO	SQ_CANDIDATO	NR_CANDIDATO	NM_CANDIDATO	NM_URNA_CANDIDATO
19720	PARARI	13	VEREADOR	1,50002E+11	22456	WILDEMBERG DE LIMA VILAR	BERG
19828	RIACHO DE SANTO ANTÔNIO	13	VEREADOR	1,50002E+11	22177	JEMERSON RENAN DO NASCIMENTO SANTOS	RENAN
21512	QUEIMADAS	13	VEREADOR	1,50002E+11	13000	ANGINEIDE PEREIRA DE MACEDO	ANGINEIDE MACÊDO
19119	ALHANDRA	13	VEREADOR	1,50002E+11	44222	WAGNER PAIVA DA SILVA	WAGNER DE SAMUEL
19348	ZABELÊ	13	VEREADOR	1,50002E+11	55888	ANDRÉ BEZERRA MEDEIROS	ANDRÉ MEDEIROS
21733	SANTANA DOS GARROTES	13	VEREADOR	1,50002E+11	15123	SILVINO CHAVES DE LUCENA	SILVINO CHAVES
19372	BAYEUX	13	VEREADOR	1,50002E+11	55012	HERBERT RICHERS MICENA DA SILVA	ABEL MICENA
19372	BAYEUX	11	PREFEITO	1,50002E+11	40	TARCYANNA MACEDO MOTA LEITÃO	TACYANA LEITÃO
19372	BAYEUX	13	VEREADOR	1,50002E+11	12254	MARIA DAS DORES DA SILVA GOMES BEZERRA	DORINHA
22250	SOUSA	13	VEREADOR	1,50002E+11	20333	JOSÉ ELTON JONES NEVES	ELTON JHONES
19933	CONDE	13	VEREADOR	1,50002E+11	55666	DIÊGO SANTOS DE SENA	DIEGO DE CAMARÃO
21539	QUIXABA	13	VEREADOR	1,50002E+11	10666	ERIBERTO ARAÚJO LEITE	BETINHO RIBEIRO
20990	NATUBA	11	PREFEITO	1,50002E+11	45	JOSE LINS DA SILVA FILHO	LINSINHO
22276	SUMÉ	13	VEREADOR	1,50002E+11	40333	CARMEN LUCIA FEITOSA DE LIMA	CARMEN LUCIA
19194	ARARUNA	13	VEREADOR	1,50002E+11	13123	JOSÉ TEIXEIRA DE LIMA	DOCA DE NATANAEL
20516	JOÃO PESSOA	13	VEREADOR	1,50002E+11	20777	MARIA JOSÉ DE LIMA SILVA	LIMA DA SAÚDE
21970	SÃO JOSÉ DOS CORDEIROS	12	VICE-PREFEITO	1,50002E+11	20	SILVANO AIRES DA SILVA	SILVANO AIRES
19933	CONDE	13	VEREADOR	1,50002E+11	10123	ANDRE DE SOUZA GOMES	ANDRE GOMES
22098	SÃO VICENTE DO SERIDÓ	13	VEREADOR	1,50002E+11	40444	CALEBE ALCÂNTARA DA SILVA	CALEBE
19623	GADO BRAVO	13	VEREADOR	1,50002E+11	44123	EDILMA MARIA DA SILVA	EDILMA DO SINDICATO
20214	ESPERANÇA	13	VEREADOR	1,50002E+11	55222	RAFAELLA NOGUEIRA DA COSTA	RAFAELLA NOGUEIRA
21253	PEDRAS DE FOGO	11	PREFEITO	1,50002E+11	15	JOSÉ CARLOS FERREIRA BARROS	BÁ BARROS
22217	SOLÂNEA	13	VEREADOR	1,50002E+11	11111	ANTONIO FRANCISCO DOS SANTOS	TOTONHO SAT
19666	JOCA CLAUDINO	12	VICE-PREFEITO	1,50002E+11	40	CEZAR CAMPOS DUARTE	CEZAR CAMPOS
19810	CAMPINA GRANDE	13	VEREADOR	1,50002E+11	10999	CARLOS ALBERTO PINHEIRO DE OLIVEIRA	ROBERTO MICHELHE
20672	LAGOA SECA	13	VEREADOR	1,50002E+11	55111	ALISON COSTA DE QUEIROZ	BUBA
20150	DONA INÊS	13	VEREADOR	1,50002E+11	13333	MARCIANO PEREIRA DA SILVA	MARCINHO DO POVO
21636	SALGADO DE SÃO FÉLIX	13	VEREADOR	1,50002E+11	11222	BRUNA GLEYD DA SILVA	BRUNA GLEYD
22390	UIRAÚNA	13	VEREADOR	1,50002E+11	77444	ANTONIO DE LISBOA DE SOUSA	ANTÔNIO MESTRE TÓTA
19054	ALAGOA GRANDE	13	VEREADOR	1,50002E+11	55123	RONALDO MARQUES LINS	RONALDO
21253	PEDRAS DE FOGO	13	VEREADOR	1,50002E+11	40789	JOSEFA ALVES DE OLIVEIRA	DONA ZEFINHA
21334	PILÕES	13	VEREADOR	1,50002E+11	20555	FRANCISCO DE ASSIS FERREIRA XAVIER	FAN VOVÔ 
20516	JOÃO PESSOA	13	VEREADOR	1,50002E+11	20456	ÍCARO FERNANDO DE OLIVEIRA CHAVES	ÍCARO CHAVES
21318	PILAR	12	VICE-PREFEITO	1,50002E+11	15	VALDEMAR MATIAS DE SOUZA FILHO	MATIAS
21555	REMÍGIO	13	VEREADOR	1,50002E+11	55333	MARIA APARECIDA NAZÁRIO SANTOS	APARECIDA NAZÁRIO
20516	JOÃO PESSOA	13	VEREADOR	1,50002E+11	22345	MICHELY PATRICK FARINA	MICHELY FARINA
20036	CUITÉ	12	VICE-PREFEITO	1,50002E+11	15	RUDIMAR DA SILVA ALBUQUERQUE	PASTOR RUDIMAR
20737	LUCENA	13	VEREADOR	1,50002E+11	15777	SUELENE SOTERO DO CARMO	SUELENE DOS ASSENTAMENTO
21733	SANTANA DOS GARROTES	13	VEREADOR	1,50002E+11	15000	RODRIGUES RAMOS DA SILVA	RODRIGUÊS
20516	JOÃO PESSOA	13	VEREADOR	1,50002E+11	70700	GIVANILSON ROBERTO DA SILVA	GIL ROBERTO
19399	BELÉM	13	VEREADOR	1,50002E+11	10123	JOSÉ PAULO GOMES DE SOUSA	PAULO GOMES
19119	ALHANDRA	13	VEREADOR	1,50002E+11	11111	HÉLIO VICENTE DA SILVA	HÉLIO VICENTE
20273	GUARABIRA	13	VEREADOR	1,50002E+11	44333	ADRIANO GOMES DA SILVA	ADRIANO DA SANTA TEREZINHA
22179	SERRA REDONDA	13	VEREADOR	1,50002E+11	15555	ROSSINI DA SILVA VICENTE	GORDINHO DE DÉ PRAZER
19089	CUITÉ DE MAMANGUAPE	13	VEREADOR	1,50002E+11	40605	CICERO MINERVINO DE SOUZA	CICERO DA OFICINA
21474	PRINCESA ISABEL	13	VEREADOR	1,50002E+11	44123	ELISMÁRIO MANDÚ DOS SANTOS	MARIO DO VENTILADOR
19330	BARRA DE SANTA ROSA	13	VEREADOR	1,50002E+11	11000	HÉDERSON KIARELY LINS GOMES	EDINHO LINS
20117	VISTA SERRANA	13	VEREADOR	1,50002E+11	10111	CLEANTO PAULO NETO	CLEANTINHO ENFERMEIRO
21296	PICUÍ	13	VEREADOR	1,50002E+11	11333	GISELIO FERNANDES	BIRA
22136	SERRA DA RAIZ	13	VEREADOR	1,50002E+11	13131	JULIO CESAR DA SILVA FERREIRA	JULIO CESAR
19216	AREIA	13	VEREADOR	1,50002E+11	30789	MARIA DE FÁTIMA SILVA DE ANDRADE	PROFESSORA FATIMA ANDRADE
19992	CRUZ DO ESPÍRITO SANTO	13	VEREADOR	1,50002E+11	15456	MAGNO ANTONIO PAIVA DE SOUTO	MAGUINHO PAIVA
19151	ARAÇAGI	13	VEREADOR	1,50002E+11	45222	JOSUE BENICIO DE PONTES	JOSUÉ BENÍCIO
20230	FAGUNDES	13	VEREADOR	1,50002E+11	11000	JOSÉ PEDRO BARBOSA DA SILVA FILHO	PEDRO BARBOSA
19810	CAMPINA GRANDE	13	VEREADOR	1,50002E+11	22789	YEDA SILVEIRA MARTINS LACERDA	PROFESSORA YÊDA
19038	AGUIAR	13	VEREADOR	1,50002E+11	40111	FRANCISCO BARBOSA SOBRINHO	CHARLES
19810	CAMPINA GRANDE	13	VEREADOR	1,50002E+11	55666	MARIA DE LOURDES DOS SANTOS ARAÚJO	LURDINHA LUFAH
19674	CACHOEIRA DOS ÍNDIOS	13	VEREADOR	1,50002E+11	13777	FRANCISCO JOSÉ DE SOUSA	ALMIR DE DELZO
21415	POCINHOS	13	VEREADOR	1,50002E+11	40777	ANTONIO DA SILVA OLIVEIRA	DUDA PEDREIRO
19828	RIACHO DE SANTO ANTÔNIO	12	VICE-PREFEITO	1,50002E+11	10	JOSEVALDO DA SILVA COSTA	OFILA
19020	SOBRADO	13	VEREADOR	1,50002E+11	15000	REMYSON BEZERRA DE OLIVEIRA	REMYSON
21539	QUIXABA	11	PREFEITO	1,50002E+11	44	CAMILO DE LELIS BRASILEIRO PEREIRA	DR CAMILO
19577	BREJO DO CRUZ	13	VEREADOR	1,50002E+11	11111	JOSÉ ALMEIDA DA SILVA	DEDÉ DA VAN
22039	SÃO SEBASTIÃO DE LAGOA DE ROÇA	13	VEREADOR	1,50002E+11	44789	JOSÉ ADEMAR DE FARIAS	DEMAR DO MANGUAPE
19550	BORBOREMA	13	VEREADOR	1,50002E+11	15678	ROMERO RODRIGUES	FININHO
19216	AREIA	13	VEREADOR	1,50002E+11	45123	JOÃO LEANDRO DIAS DA SILVA	JOÃO LEANDRO
19879	CATOLÉ DO ROCHA	13	VEREADOR	1,50002E+11	40444	CLAUBETE DO NASCIMENTO SILVA	CLAUBETY
21750	SANTA RITA	13	VEREADOR	1,50002E+11	10345	ADRIANA DOS SANTOS SILVA	ADRIANA DO HEITEL
19810	CAMPINA GRANDE	13	VEREADOR	1,50002E+11	10789	ANA MARIA DA COSTA	ANINHA CARDOSO
21938	SÃO JOSÉ DO BONFIM	12	VICE-PREFEITO	1,50002E+11	15	JOÃO PAULO RODRIGUES ACIOLES	JOÃO PAULO
20052	CUITEGI	13	VEREADOR	1,50002E+11	10333	MARIVALDO DOS SANTOS MOURA	MARIVALDO MOURA
20591	JURIPIRANGA	13	VEREADOR	1,50002E+11	45123	ELTON JOSÉ CIRILO DE LIMA	ELTON DE NALDINHO
20150	DONA INÊS	13	VEREADOR	1,50002E+11	77689	MARIZETE COSTA DA SILVA	MARIZETE
22217	SOLÂNEA	13	VEREADOR	1,50002E+11	77777	EDVAN BARBOSA DA SILVA	BAM DE ESPEDITO
19810	CAMPINA GRANDE	13	VEREADOR	1,50002E+11	10000	TERTULIANO RAMOS MARACAJA	TERTULIANO MARACAJA
20516	JOÃO PESSOA	13	VEREADOR	1,50002E+11	55456	DENILZO BATISTA DE SOUZA	DENILZO BATISTA
19534	IGARACY	13	VEREADOR	1,50002E+11	13444	JOSE PEREIRA DA SILVA FILHO	ZÉ FILHO
19283	SOSSÊGO	13	VEREADOR	1,50002E+11	10123	MANUEL ARNALDO DA SILVA FERREIRA	MANUEL BIÁ
19518	BOQUEIRÃO	13	VEREADOR	1,50002E+11	55123	VICTOR RAMOS DE NEGREIROS	VICTOR DE BIU
20516	JOÃO PESSOA	13	VEREADOR	1,50002E+11	33100	ALEXANDRE EDUARDO COSTA DE QUEIROZ	ALEXANDRE QUEIROZ
19747	PEDRO RÉGIS	13	VEREADOR	1,50002E+11	40456	FRANCISCO DE ABREU CORDEIRO	CHIQUINHO CONSTRUÇÕES
21318	PILAR	13	VEREADOR	1,50002E+11	55555	RODOLFO LUIZ ALVES DA FONCECA	RODOLFO DE JACARÉ
19895	CONCEIÇÃO	13	VEREADOR	1,50002E+11	40123	STHERLAN EMANUEL ALVES DE LIRA	STHERLAN EMANUEL
20575	JUNCO DO SERIDÓ	13	VEREADOR	1,50002E+11	11444	ANTONIO TOMAZ FILHO	TOINHO TOMAZ
19020	SOBRADO	13	VEREADOR	1,50002E+11	40000	PAULO HENRIQUE ALVES DA CRUZ	PAULINHO DE BEBA
19860	SÃO FRANCISCO	13	VEREADOR	1,50002E+11	15123	FÁBIO JÚNIOR DA SILVEIRA	FÁBIO DE BIATA
19755	CAJAZEIRAS	13	VEREADOR	1,50002E+11	33858	FRANCISCO GEOVANI ALVES DA SILVA	GG
19070	ALAGOA NOVA	12	VICE-PREFEITO	1,50002E+11	40	WALFREDO LEAL COSTA JÚNIOR	JÚNIOR DE WALFREDO
19810	CAMPINA GRANDE	13	VEREADOR	1,50002E+11	45333	LAELSON PATRICIO LIMA DO NASCIMENTO	LAELSON PATRÍCIO
19607	CASSERENGUE	13	VEREADOR	1,50002E+11	45000	MARIA ERIKA IZIDORIO DA SILVA ANDRADE	ERIKA IZIDORIO
19895	CONCEIÇÃO	13	VEREADOR	1,50002E+11	77000	WECYA THALITTA LOPES MENESES MARINHO	THALITTA DE GERALDO DE DEDÉ
20273	GUARABIRA	11	PREFEITO	1,50002E+11	44	MARIA HAILEA ARAUJO TOSCANO	LÉA TOSCANO
21792	SÃO BENTO	13	VEREADOR	1,50002E+11	10777	JURANDI SALVIO DA SILVA	JURANDI DA PRENSA
20036	CUITÉ	13	VEREADOR	1,50002E+11	12999	MAURILIO DE MACEDO COSTA	MAURILHÃO
20575	JUNCO DO SERIDÓ	13	VEREADOR	1,50002E+11	11456	RONALDO GARCIA DE ARAUJO	RONALDO
20796	MAMANGUAPE	13	VEREADOR	1,50002E+11	44444	ROSINALVA DE ALMEIDA AVELINO	NALVA DA SAÚDE
20796	MAMANGUAPE	13	VEREADOR	1,50002E+11	13123	KAHLIL GIBRAN VIEIRA DOS SANTOS	KAHLIL
20370	INGÁ	13	VEREADOR	1,50002E+11	11888	MARIA HELENA NASCIMENTO SILVA	MARIA HELENA
19275	DAMIÃO	13	VEREADOR	1,50002E+11	15234	GEOVANDO PEREIRA DA SILVA	GEO DA BOATE
19399	BELÉM	13	VEREADOR	1,50002E+11	40111	JORDÃO DE OLIVEIRA PESSOA	JORDÃO
21490	PUXINANÃ	13	VEREADOR	1,50002E+11	10456	ALAN ANDERSON DOS SANTOS	ALAN DO GROTÃO
19992	CRUZ DO ESPÍRITO SANTO	13	VEREADOR	1,50002E+11	44444	MARIA DO SOCORRO GOUVEIA	COI
20699	LASTRO	13	VEREADOR	1,50002E+11	10222	SIMONE ABRANTES WANDERLEY	SIMONE ABRANTES
19216	AREIA	13	VEREADOR	1,50002E+11	30000	ELIANA MAGNA VICENTE FERREIRA	GARI MISUZE
19054	ALAGOA GRANDE	13	VEREADOR	1,50002E+11	10999	SIMONE MARIA SILVA	SIMONE DA SAUDE
20516	JOÃO PESSOA	13	VEREADOR	1,50002E+11	22801	ALISSON NOVAIS DE PAULA	ALISSON NOVAIS
20516	JOÃO PESSOA	13	VEREADOR	1,50002E+11	11010	ALEXANDRE AUGUSTO RAMALHO ARARUNA	ALEXANDRE ARARUNA
19810	CAMPINA GRANDE	13	VEREADOR	1,50002E+11	18333	JULIANA DOS SANTOS PALMEIRA	JULIANA PALMEIRA
21270	PIANCÓ	13	VEREADOR	1,50002E+11	10666	LAYLA CALILE	LAYLA SCARANZ
21334	PILÕES	13	VEREADOR	1,50002E+11	11456	AGAMENON FREIRE FERNANDES	MENON
19755	CAJAZEIRAS	13	VEREADOR	1,50002E+11	40666	PLAUTON ANTONIO LOPES SILVA	PLAUTON DA ACADEMIA
21334	PILÕES	13	VEREADOR	1,50002E+11	18000	MANOEL JUANIMEDES JUSTINO HERCULANO	MEDES DE PAU DARCO
22110	SERRA BRANCA	13	VEREADOR	1,50002E+11	10333	GEOVANI JUSTINO DA SILVA	GEOVANI DA SERRINHA
22411	UMBUZEIRO	13	VEREADOR	1,50002E+11	40888	JOSEFA GOMES DE ALMEIDA	ZEFINHA DE NECO
21253	PEDRAS DE FOGO	13	VEREADOR	1,50002E+11	20555	SANDRA HELENA DOS SANTOS SILVA	SANDRA DE SEU RAMIRO
20656	LAGOA DE DENTRO	13	VEREADOR	1,50002E+11	15000	MARIA JOSÉ SOARES TARQUINO DA COSTA	MAZZA SOARES
21334	PILÕES	13	VEREADOR	1,50002E+11	20111	JOSÉ BATISTA SOUZA SILVA	BATISTA O RICHARD
19925	ALGODÃO DE JANDAÍRA	13	VEREADOR	1,50002E+11	10000	RODRIGO DA SILVA LUNA	RODRIGO LUNA
21490	PUXINANÃ	13	VEREADOR	1,50002E+11	15777	CARMEN DOLORES GOMES DE SOUZA	CARMEN DOLORES
21490	PUXINANÃ	13	VEREADOR	1,50002E+11	44123	MARICELIA ALVES	CELINHA DE ZÉ CUSTÓDIO
19143	MATINHAS	13	VEREADOR	1,50002E+11	45000	EDINALDO FLOR DA SILVA	NALDO DE LUIZ MAURICIO
22217	SOLÂNEA	11	PREFEITO	1,50002E+11	40	SEBASTIÃO ALBERTO CÂNDIDO DA CRUZ	BETO DO BRASIL
19372	BAYEUX	13	VEREADOR	1,50002E+11	11190	JOSE CARLOS MARINHO DA SILVA	SARGENTO KAKAU
21776	SANTA TERESINHA	11	PREFEITO	1,50002E+11	45	JOSE AFONSO GAYOSO FILHO	ZE AFONSO
20451	ITATUBA	12	VICE-PREFEITO	1,50002E+11	11	JOSÉ FRANCILINO DA SILVA	DEDÉ FRANÇA
19372	BAYEUX	13	VEREADOR	1,50002E+11	12000	LUIZ CARLOS VASCONCELOS DA SILVA	LUIZ SHOW PERSONAL
20931	MONTE HOREBE	13	VEREADOR	1,50002E+11	40121	MARIA VICENTE DA SILVA	AMÉLIA VICENTE
19194	ARARUNA	13	VEREADOR	1,50002E+11	11222	JOSÉ HUMBERTO DA COSTA ARAUJO JÚNIOR	JÚNIOR COSTA
20001	SANTA CECÍLIA	13	VEREADOR	1,50002E+11	44111	ALMIR BARBOSA SILVA	ALMIR
21253	PEDRAS DE FOGO	13	VEREADOR	1,50002E+11	10999	ITAMIR DOS SANTOS SILVA	ITAMIR DE JANGADA
19828	RIACHO DE SANTO ANTÔNIO	13	VEREADOR	1,50002E+11	10141	JOÃO MARCOS SILVA LIMA	JOÃO MARCOS
19658	CABEDELO	13	VEREADOR	1,50002E+11	29567	EDIMILSON DA SILVA	EDIMILSON
21016	NAZAREZINHO	13	VEREADOR	1,50002E+11	15333	FRANCISCA MACIEL GOMES	TICA MACIEL
19062	CAPIM	13	VEREADOR	1,50002E+11	45045	CAMILLA WANDERLEY MENDES	CAMILLA WANDERLEY
19887	VIEIRÓPOLIS	13	VEREADOR	1,50002E+11	45678	SEBASTIÃO ALVES SARMENTO	SEBASTIÃO SARMENTO
21750	SANTA RITA	13	VEREADOR	1,50002E+11	45123	EDRIANO SILVA DO NASCIMENTO	ADRIANO DO MERCADINHO
19607	CASSERENGUE	13	VEREADOR	1,50002E+11	22555	IONAR ALVES DA SILVA	NANÁ
19615	CAAPORÃ	13	VEREADOR	1,50002E+11	40123	LUCIENE PEREIRA DOS SANTOS	LUCIENE PROFESSORA
19852	CATINGUEIRA	13	VEREADOR	1,50002E+11	44222	SEBASTIÃO ALVES DE MORAIS	MORAIS
20516	JOÃO PESSOA	13	VEREADOR	1,50002E+11	15456	JOVIANNE FERNANDES DE SOUSA	JOVIANNE SOUSA
20737	LUCENA	13	VEREADOR	1,50002E+11	70555	RODRIGUES ROQUE DA SILVA	RODRIGO DE CHANE
20818	MANAÍRA	13	VEREADOR	1,50002E+11	44444	SIDNEY ENOQUE DE LIMA	SIDNEY DE NOCA
22152	SERRA GRANDE	13	VEREADOR	1,50002E+11	40333	ANTONIO FERREIRA DE SOUSA	ANTONIO DE EULIDIA
20796	MAMANGUAPE	13	VEREADOR	1,50002E+11	18123	EDINALDO FERNANDES CILIRIO	NALDINHO DE BREJINHO
22373	TRIUNFO	13	VEREADOR	1,50002E+11	70444	JOAO BOSCO GUALBERTO DE SA	BOSCO DE ANGELINA
19054	ALAGOA GRANDE	13	VEREADOR	1,50002E+11	15555	JOSE NILTON TAVARES DA SILVA	FA BOY
21431	POMBAL	13	VEREADOR	1,50002E+11	15612	JOÃO DE SOUSA LEITE FILHO	JOÃO LEITE FILHO
22411	UMBUZEIRO	13	VEREADOR	1,50002E+11	15615	JOSÉ ALMIR VIEIRA DOS SANTOS	ZÉ ALMIR
20818	MANAÍRA	13	VEREADOR	1,50002E+11	20999	LEANDRA FREIRES VENCERLAU	LEANDRA FREIRES
19178	ARARA	13	VEREADOR	1,50002E+11	15123	FRANCISCO MANOEL DA SILVA	NINO FLOR
21350	PILÕEZINHOS	13	VEREADOR	1,50002E+11	44100	DANIELA ALVES DA SILVA	DANI BAMBU
21750	SANTA RITA	13	VEREADOR	1,50002E+11	36012	GILVANDO FELIX DO NASCIMENTO	GILVANDO DE TIBIRI II
19429	SÃO DOMINGOS	13	VEREADOR	1,50002E+11	22000	CLAUDEMIR ARAÚJO DE SÁ	CLÁUDIO DE DEMIR
20850	MASSARANDUBA	13	VEREADOR	1,50002E+11	70777	JOSÉ RICARDO AURELIANO DE SOUZA	RICARDO
19062	CAPIM	13	VEREADOR	1,50002E+11	10222	GENIVAL MARIA DE FRANÇA JUNIOR	JUNIOR DE VAVÁ
20915	MONTADAS	13	VEREADOR	1,50002E+11	11222	RINALDO DA COSTA JUNIOR	THIAGUINHO DA FARMÁCIA
19615	CAAPORÃ	13	VEREADOR	1,50002E+11	70111	JOSE ROBERTO VALENTINO	BETO DA PRESTAÇÃO
20079	CURRAL VELHO	13	VEREADOR	1,50002E+11	15123	LILIANE ALVES BARBOSA	FOFA
21393	PITIMBU	13	VEREADOR	1,50002E+11	12555	DANIEL LINA DOS SANTOS	DANIEL DE ANDREZA
21415	POCINHOS	13	VEREADOR	1,50002E+11	40000	JOABSON COSTA LUCAS	NENEM DO GALETO
19852	CATINGUEIRA	13	VEREADOR	1,50002E+11	10333	JACINTA DE FÁTIMA LUCAS DE OLIVEIRA	JACINTA DE ZÉ PEDRO
21377	PIRPIRITUBA	13	VEREADOR	1,50002E+11	45678	MARIA GERALDA FERREIRA DA SILVA SOUZA	GERALDA FERREIRA
20990	NATUBA	12	VICE-PREFEITO	1,50002E+11	45	NOEL GOMES DA CUNHA	NOEL
21750	SANTA RITA	13	VEREADOR	1,50002E+11	11444	DANILO BARBOSA DA SILVA	DANILO DA SAÚDE
19275	DAMIÃO	13	VEREADOR	1,50002E+11	40000	RAIMUNDO LIMA E SILVA	DINHO MEDEIROS
21539	QUIXABA	13	VEREADOR	1,50002E+11	10333	FLÁVIO SOUSA GUEDES	MUCIO GUEDES
20052	CUITEGI	13	VEREADOR	1,50002E+11	18777	CRISTIANO MENDES DOS SANTOS	CRISTIANO MENDES
20630	LAGOA	13	VEREADOR	1,50002E+11	12222	MARINALVA ANTONIA DE OLIVEIRA	MARINALVA
19461	MARIZÓPOLIS	13	VEREADOR	1,50002E+11	40333	KAMMILA CRISTINA NUNES DE ALMEIDA	KAMILA DA SAUDE
19470	BOM SUCESSO	13	VEREADOR	1,50002E+11	40555	IONILDO ALVES DE FREITAS	MÔCO DO PIPOCO
19623	GADO BRAVO	11	PREFEITO	1,50002E+11	15	AUSTERLIANO EVALDO ARAUJO	EVANDRO ARAUJO
22071	SAPÉ	13	VEREADOR	1,50002E+11	40555	RUBENS DINALTO DA SILVA	RUBENS CONSTRUTOR
19313	BANANEIRAS	13	VEREADOR	1,50002E+11	15222	VITAL DE MORAIS SANTA CRUZ	VITALZINHO
22110	SERRA BRANCA	13	VEREADOR	1,50002E+11	11000	DEBORA MOZART BEZERRA DE LIMA RAMOS	DÉBORA MOZART
20435	ITAPOROROCA	13	VEREADOR	1,50002E+11	10999	JOSÉ PONTES	JOSÉ PONTES CHINO
21032	NOVA FLORESTA	13	VEREADOR	1,50002E+11	10789	FRANCISCO JACIO DA SILVA	JACIO BORGES
21750	SANTA RITA	13	VEREADOR	1,50002E+11	30100	ELIVALDO DA SILVA	NENÉM OIÃO
20931	MONTE HOREBE	11	PREFEITO	1,50002E+11	15	MILENA KAREN TAVARES NOGUEIRA	MILENA
19151	ARAÇAGI	13	VEREADOR	1,50002E+11	20111	JOSE CARLOS DA SILVA ANDRE	CARLINHOS CONSTRUÇÃO
19062	CAPIM	13	VEREADOR	1,50002E+11	22555	JANILDO NUNES DE OLIVEIRA	NILDO DA ACADEMIA
21555	REMÍGIO	13	VEREADOR	1,50002E+11	18123	PAULO FELIPE DE ALMEIDA	PAULINHO DE KIKO
19780	BARRA DE SANTANA	13	VEREADOR	1,50002E+11	10789	SILVIA LETICIA MACHADO BARBOSA	LETÍCIA DE ZÉ CAZUZA 
19577	BREJO DO CRUZ	13	VEREADOR	1,50002E+11	11777	JANICLEIDE OLIVEIRA DA SILVA	CLEIDINHA AGENTE DE SAÚDE
20230	FAGUNDES	13	VEREADOR	1,50002E+11	10888	JANIEL JUVENAL DA SILVA	GALEGO DA VERDURA
21954	SÃO JOSÉ DO SABUGI	13	VEREADOR	1,50002E+11	15555	PAULA FRASSINETE DA NÓBREGA MEDEIROS	PAULINHA
19658	CABEDELO	13	VEREADOR	1,50002E+11	29777	RONALDO GONÇALVES VIEIRA	RONNA
19658	CABEDELO	13	VEREADOR	1,50002E+11	15123	JOAO EMMANUEL TARGINO ARAUJO	JOAO EMANUEL
20290	GURINHÉM	13	VEREADOR	1,50002E+11	15111	RADAME DA LUZ DE SOUZA	RADAME
21873	SÃO JOSÉ DE CAIANA	13	VEREADOR	1,50002E+11	22333	JOSE ALCIDES DE SOUSA	ALCIDES
20516	JOÃO PESSOA	13	VEREADOR	1,50002E+11	22000	FABIO NOBREGA LOPES	FABIO LOPES
20516	JOÃO PESSOA	13	VEREADOR	1,50002E+11	10567	JORGE RODOLFO MAIA FEITOSA	JORGE MAIA
19003	RIACHÃO DO POÇO	12	VICE-PREFEITO	1,50002E+11	44	RICARDO PEREIRA DE OLIVEIRA	RICARDO
20052	CUITEGI	13	VEREADOR	1,50002E+11	18789	TIAGO MELO DE LIMA	TIAGO MELO
19046	SÃO JOSÉ DOS RAMOS	13	VEREADOR	1,50002E+11	10103	MARIA EDILEUZA DE OLIVEIRA SILVA	LEUZA
20001	SANTA CECÍLIA	13	VEREADOR	1,50002E+11	22666	JOSE AMARO NETO	ZÉ NETO
20214	ESPERANÇA	13	VEREADOR	1,50002E+11	10999	JACQUELINE FERREIRA ALVES DE LIMA	JACQUELINE VARIEDADES
21873	SÃO JOSÉ DE CAIANA	13	VEREADOR	1,50002E+11	12000	RONILDO SILVA DE MOURA	RONILDO
19437	BOA VENTURA	13	VEREADOR	1,50002E+11	15555	IRANILDA BEZERRA PINTO	IRAN DE MIGUEL
19330	BARRA DE SANTA ROSA	13	VEREADOR	1,50002E+11	44123	JOSE MARTINS	PRETO
21750	SANTA RITA	13	VEREADOR	1,50002E+11	15444	JOSE PATRÍCIO SOUZA DE OLIVEIRA	PATRÍCIO OLIVEIRA
19933	CONDE	13	VEREADOR	1,50002E+11	40777	VALDELUCIA BATISTA DO NASCIMENTO	VAL QUILOMBOLA
20532	JUAREZ TÁVORA	13	VEREADOR	1,50002E+11	20777	MICHELINE SOUZA SILVA	IRMÃ MICHELE DE LOURIVAL
22250	SOUSA	13	VEREADOR	1,50002E+11	40999	BRUNA PIRES DE SÁ VERAS PINTO	BRUNA VERAS
20516	JOÃO PESSOA	13	VEREADOR	1,50002E+11	50777	ALLANA RAQUEL BERNARDINO DA CUNHA	ALLANA
20273	GUARABIRA	13	VEREADOR	1,50002E+11	10666	SUENYA CARLA GOUVEIA ALVES	SUÊNIA GOUVEIA
19330	BARRA DE SANTA ROSA	13	VEREADOR	1,50002E+11	44333	JOSÉ DE OLIVEIRA NUNES	PEL NUNES
21032	NOVA FLORESTA	13	VEREADOR	1,50002E+11	43333	ANTONIO PEREIRA DA SILVA	ANTONIO DE ALZIRA
19810	CAMPINA GRANDE	13	VEREADOR	1,50002E+11	77677	MORGANA KELLE SANTOS PASSOS	MORGANA KELLE
20931	MONTE HOREBE	13	VEREADOR	1,50002E+11	40133	ROZIVANIA SOARES VITORIANO	VÂNIA SOARES
21970	SÃO JOSÉ DOS CORDEIROS	13	VEREADOR	1,50002E+11	40252	KADIGINA LÍGIA HOLANDA FREITAS DE FARIAS	KADIGINA HOLANDA
19810	CAMPINA GRANDE	13	VEREADOR	1,50002E+11	77277	RIZETE RODRIGUES DE SOUSA ALMEIDA	PROFESSORA RIZETE
22217	SOLÂNEA	13	VEREADOR	1,50002E+11	13857	BERNADETE BERNARDO DA COSTA	BERNADETE DA GRUTA
21377	PIRPIRITUBA	11	PREFEITO	1,50002E+11	44	DANILO CALIXTO DE FREITAS ROCHA	DANILO
